athlete_name,date,event,location,distance,current_type,temp,field_size
Hugo CHOPINEAU,3/11/2017,FINA World Cup,"Abu Dhabi, UAE",10.0,No Current,Neutral,72.0
Eric REUSS,3/11/2017,FINA World Cup,"Abu Dhabi, UAE",10.0,No Current,Neutral,72.0
Roman KOZHEVNIKOV,3/11/2017,FINA World Cup,"Abu Dhabi, UAE",10.0,No Current,Neutral,72.0
Kristof RASOVSZKY,3/11/2017,FINA World Cup,"Abu Dhabi, UAE",10.0,No Current,Neutral,72.0
Ruwen STRAUB,3/11/2017,FINA World Cup,"Abu Dhabi, UAE",10.0,No Current,Neutral,72.0
Tobias Patrick ROBINSON,3/11/2017,FINA World Cup,"Abu Dhabi, UAE",10.0,No Current,Neutral,72.0
Clement BATTE,3/11/2017,FINA World Cup,"Abu Dhabi, UAE",10.0,No Current,Neutral,72.0
Naim MOKHFI,3/11/2017,FINA World Cup,"Abu Dhabi, UAE",10.0,No Current,Neutral,72.0
Rafael GIL,3/11/2017,FINA World Cup,"Abu Dhabi, UAE",10.0,No Current,Neutral,72.0
Jean-Baptiste CLUSMAN,3/11/2017,FINA World Cup,"Abu Dhabi, UAE",10.0,No Current,Neutral,72.0
Aubin COCCORDANO,3/11/2017,FINA World Cup,"Abu Dhabi, UAE",10.0,No Current,Neutral,72.0
Christopher BRYAN,3/11/2017,FINA World Cup,"Abu Dhabi, UAE",10.0,No Current,Neutral,72.0
Evgenij POP ACEV,3/11/2017,FINA World Cup,"Abu Dhabi, UAE",10.0,No Current,Neutral,72.0
Nico MANOUSSAKIS,3/11/2017,FINA World Cup,"Abu Dhabi, UAE",10.0,No Current,Neutral,72.0
Soon Choy Kevin YEAP,3/11/2017,FINA World Cup,"Abu Dhabi, UAE",10.0,No Current,Neutral,72.0
Kenessary KENENBAYEV,3/11/2017,FINA World Cup,"Abu Dhabi, UAE",10.0,No Current,Neutral,72.0
Hugo SAILLARD,3/11/2017,FINA World Cup,"Abu Dhabi, UAE",10.0,No Current,Neutral,72.0
Tsz Fung TSE,3/11/2017,FINA World Cup,"Abu Dhabi, UAE",10.0,No Current,Neutral,72.0
Singha CHAU,3/11/2017,FINA World Cup,"Abu Dhabi, UAE",10.0,No Current,Neutral,72.0
Ho Yat Winson LEE,3/11/2017,FINA World Cup,"Abu Dhabi, UAE",10.0,No Current,Neutral,72.0
Chun Hin HUI,3/11/2017,FINA World Cup,"Abu Dhabi, UAE",10.0,No Current,Neutral,72.0
San Ching WONG,3/11/2017,FINA World Cup,"Abu Dhabi, UAE",10.0,No Current,Neutral,72.0
Tsz Ho TSANG,3/11/2017,FINA World Cup,"Abu Dhabi, UAE",10.0,No Current,Neutral,72.0
Chung Kiu YAU,3/11/2017,FINA World Cup,"Abu Dhabi, UAE",10.0,No Current,Neutral,72.0
Diogo MARQUES,3/11/2017,FINA World Cup,"Abu Dhabi, UAE",10.0,No Current,Neutral,72.0
