athlete_name,date,event,location,distance,current_type,temp,field_size
Jiabao AN,10/15/2017,FINA World Cup,"Chun'An, CHN",10.0,No Current,Neutral,52.0
Ziyang ZHANG,10/15/2017,FINA World Cup,"Chun'An, CHN",10.0,No Current,Neutral,52.0
Jeremias MUNOZ,10/15/2017,FINA World Cup,"Chun'An, CHN",10.0,No Current,Neutral,52.0
Katelnikof Alexander DAWSON,10/15/2017,FINA World Cup,"Chun'An, CHN",10.0,No Current,Neutral,52.0
Ziao QIU,10/15/2017,FINA World Cup,"Chun'An, CHN",10.0,No Current,Neutral,52.0
Ching Leung Sunny POON,10/15/2017,FINA World Cup,"Chun'An, CHN",10.0,No Current,Neutral,52.0
Zibin ZHANG,10/15/2017,FINA World Cup,"Chun'An, CHN",10.0,No Current,Neutral,52.0
Wenhao WANG,10/15/2017,FINA World Cup,"Chun'An, CHN",10.0,No Current,Neutral,52.0
Tsz Fung TSE,10/15/2017,FINA World Cup,"Chun'An, CHN",10.0,No Current,Neutral,52.0
Tsz Ho TSANG,10/15/2017,FINA World Cup,"Chun'An, CHN",10.0,No Current,Neutral,52.0
Ka Lung KWAN,10/15/2017,FINA World Cup,"Chun'An, CHN",10.0,No Current,Neutral,52.0
Chung Kiu YAU,10/15/2017,FINA World Cup,"Chun'An, CHN",10.0,No Current,Neutral,52.0
Tsz Hin CHAN,10/15/2017,FINA World Cup,"Chun'An, CHN",10.0,No Current,Neutral,52.0
Jingwei WENG,10/15/2017,FINA World Cup,"Chun'An, CHN",10.0,No Current,Neutral,52.0
Chak Fung LAM,10/15/2017,FINA World Cup,"Chun'An, CHN",10.0,No Current,Neutral,52.0
Lok Yin LAW,10/15/2017,FINA World Cup,"Chun'An, CHN",10.0,No Current,Neutral,52.0
Han LIDU,10/15/2017,FINA World Cup,"Chun'An, CHN",10.0,No Current,Neutral,52.0
Lijun ZU,10/15/2017,FINA World Cup,"Chun'An, CHN",10.0,No Current,Neutral,52.0
Zhongyi QIAO,10/15/2017,FINA World Cup,"Chun'An, CHN",10.0,No Current,Neutral,52.0
Shuyi LIU,10/15/2017,FINA World Cup,"Chun'An, CHN",10.0,No Current,Neutral,52.0
