athlete_name,date,event,location,distance,current_type,temp,field_size
Krzysztof PIELOWSKI,6/16/2018,FINA World Cup,"Balatonfured, HUN",10.0,No Current,Neutral,69.0
Levente SELMECI,6/16/2018,FINA World Cup,"Balatonfured, HUN",10.0,No Current,Neutral,69.0
Marwan ELAMRAWY,6/16/2018,FINA World Cup,"Balatonfured, HUN",10.0,No Current,Neutral,69.0
Mark PAPP,6/16/2018,FINA World Cup,"Balatonfured, HUN",10.0,No Current,Neutral,69.0
Shai TOLEDANO,6/16/2018,FINA World Cup,"Balatonfured, HUN",10.0,No Current,Neutral,69.0
Arti KRASNIQI,6/16/2018,FINA World Cup,"Balatonfured, HUN",10.0,No Current,Neutral,69.0
Jiabao AN,6/16/2018,FINA World Cup,"Balatonfured, HUN",10.0,No Current,Neutral,69.0
Takeshi TOYODA,6/16/2018,FINA World Cup,"Balatonfured, HUN",10.0,No Current,Neutral,69.0
Kristof RASOVSZKY,6/16/2018,FINA World Cup,"Balatonfured, HUN",10.0,No Current,Neutral,69.0
Kaito WATANUKI,6/16/2018,FINA World Cup,"Balatonfured, HUN",10.0,No Current,Neutral,69.0
Noel NOVOSZATH,6/16/2018,FINA World Cup,"Balatonfured, HUN",10.0,No Current,Neutral,69.0
Ido GAL,6/16/2018,FINA World Cup,"Balatonfured, HUN",10.0,No Current,Neutral,69.0
Yunze WANG,6/16/2018,FINA World Cup,"Balatonfured, HUN",10.0,No Current,Neutral,69.0
Tamas FARKAS,6/16/2018,FINA World Cup,"Balatonfured, HUN",10.0,No Current,Neutral,69.0
Vit INGEDULD,6/16/2018,FINA World Cup,"Balatonfured, HUN",10.0,No Current,Neutral,69.0
Aquiles BALAUDO,6/16/2018,FINA World Cup,"Balatonfured, HUN",10.0,No Current,Neutral,69.0
Ivan FRATIC,6/16/2018,FINA World Cup,"Balatonfured, HUN",10.0,No Current,Neutral,69.0
Taiki NONAKA,6/16/2018,FINA World Cup,"Balatonfured, HUN",10.0,No Current,Neutral,69.0
Evgenij POP ACEV,6/16/2018,FINA World Cup,"Balatonfured, HUN",10.0,No Current,Neutral,69.0
Balazs HOLLO,6/16/2018,FINA World Cup,"Balatonfured, HUN",10.0,No Current,Neutral,69.0
Kristof MONORI,6/16/2018,FINA World Cup,"Balatonfured, HUN",10.0,No Current,Neutral,69.0
Christopher JEDEL,6/16/2018,FINA World Cup,"Balatonfured, HUN",10.0,No Current,Neutral,69.0
Kenessary KENENBAYEV,6/16/2018,FINA World Cup,"Balatonfured, HUN",10.0,No Current,Neutral,69.0
Long CHENG,6/16/2018,FINA World Cup,"Balatonfured, HUN",10.0,No Current,Neutral,69.0
Jose PAULA CARVALHO,6/16/2018,FINA World Cup,"Balatonfured, HUN",10.0,No Current,Neutral,69.0
Adam LASZLO,6/16/2018,FINA World Cup,"Balatonfured, HUN",10.0,No Current,Neutral,69.0
Aleksandar ILIEVSKI,6/16/2018,FINA World Cup,"Balatonfured, HUN",10.0,No Current,Neutral,69.0
Filip HUSNAK,6/16/2018,FINA World Cup,"Balatonfured, HUN",10.0,No Current,Neutral,69.0
Akos SULI,6/16/2018,FINA World Cup,"Balatonfured, HUN",10.0,No Current,Neutral,69.0
